path,text,duration
files/clips/common_voice_en_37476269.mp3,this led to both the red terror and the white terror,4.896
files/clips/common_voice_en_37740889.mp3,paper wine labels have long been collected,3.168
files/clips/common_voice_en_37607972.mp3,the number of chime sets matches the number of quarter hours that have passed,5.976
files/clips/common_voice_en_37437567.mp3,the atbara flows only while there is rain in ethiopia and dries very rapidly,8.208
files/clips/common_voice_en_37288403.mp3,katsande and her son were accused of voter intimidation,4.824
files/clips/common_voice_en_37306834.mp3,data was stored in bigendian format,3.996
files/clips/common_voice_en_37389720.mp3,gluck is grandmother to actress stephanie zimbalist,4.32
files/clips/common_voice_en_37614458.mp3,she has written about it in the sun and in pensions week,4.356
files/clips/common_voice_en_37433497.mp3,a basketball was too heavy while the basketball bladder was too light,5.3279999999999985
files/clips/common_voice_en_38006516.mp3,todman was born and raised in the united states virgin islands,6.408
files/clips/common_voice_en_37506916.mp3,it was the first and last time hitler watched a football match,5.3279999999999985
files/clips/common_voice_en_37463815.mp3,the book contains coleridges celebrated and vexed distinction between imagination and fancy,6.5520000000000005
files/clips/common_voice_en_37511524.mp3,mech looks at hightech policing in the future,5.3279999999999985
files/clips/common_voice_en_37475392.mp3,he gives you confidence,3.924
files/clips/common_voice_en_37617995.mp3,morgan received figure along with two other horses as payment of a debt,6.8039999999999985
files/clips/common_voice_en_37543489.mp3,amateur champion who went on to play the champions tour,5.436
files/clips/common_voice_en_37364201.mp3,our ability to do good things for people,5.0760000000000005
files/clips/common_voice_en_37473806.mp3,the band made some recordings with producer tom dowd overseeing but they were scrapped,6.12
files/clips/common_voice_en_37506196.mp3,eventually koss dominated the headphone market competing mainly with telex,7.452000000000001
files/clips/common_voice_en_37673682.mp3,different systems define different sets of digraphs and trigraphs as described below,6.3
files/clips/common_voice_en_37402787.mp3,carlos barbosa were the defending champions,5.3279999999999985
files/clips/common_voice_en_37406712.mp3,tulsita is served by the pettus independent school district,4.248
files/clips/common_voice_en_37937553.mp3,the front sight is winged and incorporates a bayonet lug,5.688
files/clips/common_voice_en_37931440.mp3,the parallels to the french resistance and the nazi occupation are clear however,7.2
files/clips/common_voice_en_37800525.mp3,most of bosquets best sellers were published by covered bridge press,5.4
files/clips/common_voice_en_37527521.mp3,indiegames dot com is gamasutras sister site dedicated to reporting on indie games,6.768
files/clips/common_voice_en_37482660.mp3,this allowed for what today is known as multimedia experiences,6.5520000000000005
files/clips/common_voice_en_37805700.mp3,he worked in financial institutions and banking in new jersey,4.248
files/clips/common_voice_en_37984758.mp3,porcelain and stoneware are ideal for displaying the surface patterns obtained through saggar firing,7.272
files/clips/common_voice_en_37396012.mp3,mary frierson was born in memphis tennessee,4.716
files/clips/common_voice_en_37789528.mp3,to the east of the railway station lies a community centre and primary school,5.8320000000000025
files/clips/common_voice_en_38015607.mp3,the magazine was formerly headquartered in greensboro north carolina,5.0760000000000005
files/clips/common_voice_en_37553551.mp3,this primary contradiction has plagued mankind for millennia,5.22
files/clips/common_voice_en_37395164.mp3,it is one of seven fairfield townships statewide,4.176
files/clips/common_voice_en_37365970.mp3,in practice the atmospheric extinction and dust reduces this number somewhat,8.1
files/clips/common_voice_en_37868068.mp3,bonfires burst out in all in parts of the frame,4.86
files/clips/common_voice_en_37693317.mp3,it is published by the alpha newspapers group on wednesdays,4.896
files/clips/common_voice_en_37386459.mp3,a trustee board provides strategic direction and vision for the organisation,5.04
files/clips/common_voice_en_37360775.mp3,she subsequently wed actor frank lawton with whom she remained married until his death,7.956
files/clips/common_voice_en_37428239.mp3,two laymen were martyred along with them,5.4
files/clips/common_voice_en_37807124.mp3,she was a castaway on the pagong tribe,5.0760000000000005
files/clips/common_voice_en_37338161.mp3,this meant that the traveller would not be discovered with any medication,5.6160000000000005
files/clips/common_voice_en_37564483.mp3,we can hardly doubt that the period was determined by astronomical considerations,6.948
files/clips/common_voice_en_37372328.mp3,we always have a good time together and this was no exception commented williams,5.0760000000000005
files/clips/common_voice_en_37373069.mp3,the adjacent village of cusop lies on the english side of the dulas brook,7.416
files/clips/common_voice_en_37938084.mp3,the market was also a venue for banquets exhibitions and other festivals,6.12
files/clips/common_voice_en_37954253.mp3,adstone is situated approximately southsoutheast of daventry and westnorthwest of towcester,6.624
files/clips/common_voice_en_37394368.mp3,officially locke remained in charge of the department,5.004
files/clips/common_voice_en_37405091.mp3,the alliance operated from its own room,3.168
files/clips/common_voice_en_37920783.mp3,roast beef is sometimes served with horseradish or horseradish sauce,6.0120000000000005
files/clips/common_voice_en_37976445.mp3,it also carries a searchlight nightvision equipment and illuminating paraflares for nighttime operations,9.468
files/clips/common_voice_en_37357234.mp3,he decided against making chess his profession choosing law instead,6.228
files/clips/common_voice_en_37521397.mp3,the mosque has three access points,3.4560000000000004
files/clips/common_voice_en_37850576.mp3,the honey bucket system is used in most of the community,4.896
files/clips/common_voice_en_37687761.mp3,most people refer to east shoreham as shoreham,5.22
files/clips/common_voice_en_37461089.mp3,like its predecessor the marble index it is an avantgarde album with neoclassical elements,7.704
files/clips/common_voice_en_37892999.mp3,she was a rapid writer and her work is consequently discursive animated and formless,6.5520000000000005
files/clips/common_voice_en_38014681.mp3,males search for females by letting out highpitched squeals and tunneling through foreign areas,7.487999999999999
files/clips/common_voice_en_37790919.mp3,the development of these forces took place in three stages,5.0760000000000005
files/clips/common_voice_en_37578071.mp3,mcdowell also cracked some ribs filming the humiliation stage show,5.94
files/clips/common_voice_en_37455760.mp3,the initial decision was for battles to feature shifting camera angles,6.228
files/clips/common_voice_en_37411234.mp3,hes a practising catholic,4.0680000000000005
files/clips/common_voice_en_37465607.mp3,like them he suffers deeply and undergoes many intellectual physical and spiritual journeys,6.336
files/clips/common_voice_en_37465608.mp3,to the north lies remington park while to the south is devonshire heights,5.3279999999999985
files/clips/common_voice_en_37416747.mp3,the screenplay by val guest is based on the play deadlock by leslie sands,7.38
files/clips/common_voice_en_37416749.mp3,currently he lives in west nyack new york,6.5520000000000005
files/clips/common_voice_en_37950141.mp3,shoeburyness is arranged in a throughstation layout despite being a terminus,8.136000000000001
files/clips/common_voice_en_37950143.mp3,somalis have old visual art traditions which include pottery jewelry and wood carving,9.54
files/clips/common_voice_en_37561947.mp3,every such villagestate has its special deities generally a god and a goddess,8.1
files/clips/common_voice_en_37623356.mp3,a number of free online group collaborations solutions exist,6.3
files/clips/common_voice_en_37924270.mp3,sobanokami station has one side platform serving a single bidirectional track,5.6160000000000005
files/clips/common_voice_en_37951962.mp3,according to legend the castle was given as a gift to queen dagmar,5.112
files/clips/common_voice_en_37746259.mp3,off the ice she has appeared in several marlboro advertisements in russia,6.732
files/clips/common_voice_en_37757570.mp3,following this writers began exhorting congress to occupy the oregon territory,6.66
files/clips/common_voice_en_37678235.mp3,shops trading posts taverns and other businesses once lined its busy streets,5.148
files/clips/common_voice_en_37678237.mp3,younger luandese who speak primarily portuguese have even a wider lexicon of slang,6.768
files/clips/common_voice_en_37483335.mp3,popovici street,2.556
files/clips/common_voice_en_37483337.mp3,he received a state sponsored funeral,2.88
files/clips/common_voice_en_37362738.mp3,he is respected for his ideas intelligence and sharp tongue,4.32
files/clips/common_voice_en_37362740.mp3,his son anthony is also a former professional footballer and manager,5.0760000000000005
files/clips/common_voice_en_38000566.mp3,he was also a director of the elim mennonite church,5.796
files/clips/common_voice_en_38000600.mp3,the building occupies one of the most historic sites of singapore,6.047999999999999
files/clips/common_voice_en_37762194.mp3,he played with dave bargeron steve lodder tiger okoshi brad hatfield and andy sheppard,8.892000000000003
files/clips/common_voice_en_37762196.mp3,the headquarters is in jakarta,3.24
files/clips/common_voice_en_37809687.mp3,this line joins the current north shore line at waverton station,6.516
files/clips/common_voice_en_37809688.mp3,after initial enthusiasm on both sides the working relationship began to break down,7.776
files/clips/common_voice_en_37439637.mp3,the court has a chief justice and eight associate justices,4.824
files/clips/common_voice_en_37439638.mp3,the j kimberly avenue route to savin rock and milford also serves the station,6.2639999999999985
files/clips/common_voice_en_38004087.mp3,express is a convenience minisupermarket format,5.256
files/clips/common_voice_en_38004107.mp3,there was also vague xenophobic antifrench sentiment,4.788
files/clips/common_voice_en_37338168.mp3,currently a noninscrits he is member of the committee on employment and social affairs,6.516
files/clips/common_voice_en_37344444.mp3,he also wrote a few commercial jingles for frontier airlines,4.788
files/clips/common_voice_en_37377135.mp3,the child was carried to a priest to be solemnly named by him,6.8039999999999985
files/clips/common_voice_en_37377139.mp3,the captain was destined to kill thomas in accordance to arthurian lore,6.984
files/clips/common_voice_en_37708079.mp3,donner has suffered from prostate and lung cancers,4.5360000000000005
files/clips/common_voice_en_37708081.mp3,the pain is ever present,3.276
files/clips/common_voice_en_37619326.mp3,examples include silicon and germanium,5.256
files/clips/common_voice_en_37619331.mp3,before ascending into the mountains it passes alongside emigrant reservoir,6.12
files/clips/common_voice_en_37810408.mp3,the mayor was elected by the councillors at the first meeting of the council,7.02
files/clips/common_voice_en_37810409.mp3,a large balcony in the palace surveys the entire length of the boulevard,6.228
files/clips/common_voice_en_37800528.mp3,extown player ronnie jepson appointed on the same day became his assistant,9.396
files/clips/common_voice_en_37800531.mp3,when we finally met i realized i hadnt actually seen him in three years,7.667999999999997
files/clips/common_voice_en_37513699.mp3,the character joe diamond is the fictional representation of jack ruby,5.976
files/clips/common_voice_en_37513700.mp3,hydrogen can be used for cooking and heating within homes,4.6080000000000005
files/clips/common_voice_en_37860918.mp3,major landmarks include bodiam and camber castles and battle abbey,8.46
files/clips/common_voice_en_37860926.mp3,evans played high school basketball at hobbs high school under legendary coach ralph tasker,7.704
files/clips/common_voice_en_37342642.mp3,the schools were derisively called raikes ragged school,5.292000000000002
files/clips/common_voice_en_37342644.mp3,the movement brought together diverse elements of brazilian society,5.148
files/clips/common_voice_en_37478074.mp3,since then the rebranding happened and orange israel became partner,6.66
files/clips/common_voice_en_37478079.mp3,the book rapidly climbed the bestseller charts and had a sequel the messianic legacy,7.02
files/clips/common_voice_en_37520682.mp3,this is where drama becomes an invaluable tool,4.356
files/clips/common_voice_en_37646008.mp3,this painting seems to have drawn inspiration from christian art and references,5.6160000000000005
files/clips/common_voice_en_37465298.mp3,consequently it also proved to be the turning point,3.888
files/clips/common_voice_en_37465299.mp3,it is named for the french novelist marcel proust,4.0680000000000005
files/clips/common_voice_en_37620609.mp3,the mackintoshes acquired it and built the house nearby,5.8679999999999986
files/clips/common_voice_en_37620612.mp3,it is drawn wednesday and saturday nights,4.5
files/clips/common_voice_en_37449741.mp3,canada have secured seven quotas in boccia,5.22
files/clips/common_voice_en_37449745.mp3,he also pioneered the use of dyes in blood to study circulation,6.3
files/clips/common_voice_en_37805056.mp3,however most of the fossils are too small for the human eye to detect,5.724
files/clips/common_voice_en_37805058.mp3,two more san antonio locations soon followed including stone oak and fountainhead,6.047999999999999
files/clips/common_voice_en_37805059.mp3,in comparison to handcuffs the wearing of leg irons may be found less restrictive,5.724
files/clips/common_voice_en_37335700.mp3,after independence it served as a refugee camp for tibetans and bangladeshis,7.308
files/clips/common_voice_en_37335796.mp3,small hot dogs called pups are also featured menu items,6.12
files/clips/common_voice_en_37336630.mp3,there are three sunday services at saint thomas,5.184
files/clips/common_voice_en_37367220.mp3,after his term expired guggenheim moved to new york,5.544
files/clips/common_voice_en_37367223.mp3,thompson played for a long time in rob mcconnells boss brass,6.5520000000000005
files/clips/common_voice_en_37367225.mp3,it is today traditionally served with spring pancakes spring onions and sweet bean sauce,6.984
files/clips/common_voice_en_37701241.mp3,the reigning series leaders in each class are identified by a special jersey,6.1560000000000015
files/clips/common_voice_en_37701314.mp3,it has a long history with several relocations along the way,4.896
files/clips/common_voice_en_37701316.mp3,the conclusion of the race was moved to the following day,5.3279999999999985
files/clips/common_voice_en_37318134.mp3,ferries he added coastal transport simply collects the fares on behalf of the province,6.84
files/clips/common_voice_en_37318159.mp3,the name means the oases,3.096
files/clips/common_voice_en_37318168.mp3,emerson is buried in prospect hill cemetery in millis massachusetts,5.976
files/clips/common_voice_en_37478287.mp3,he disembarked his fighting men and besieged the stronghold for several weeks,5.6160000000000005
files/clips/common_voice_en_37478288.mp3,today it remains swamped broken and offlimits adjoining a fishing pier,6.1560000000000015
files/clips/common_voice_en_37478298.mp3,goldstar is considered tempos flagship brand,4.968
files/clips/common_voice_en_37475745.mp3,india and israel have also embarked on extensive space cooperation,7.056
files/clips/common_voice_en_37475746.mp3,it is located about north of the city of hobart,5.724
files/clips/common_voice_en_37475747.mp3,hilderic was supported by gunhild bishop of maguelonne,7.3439999999999985
files/clips/common_voice_en_37410585.mp3,it has changed original z to j,4.752
files/clips/common_voice_en_37410614.mp3,sebastian klonowic wrote a long poem flis using the form,7.848
files/clips/common_voice_en_37410616.mp3,he wrote the track with ed hill and jimmy ritchey,5.184
files/clips/common_voice_en_37822667.mp3,the car he wrecked turns out to be a loan,4.68
files/clips/common_voice_en_37822710.mp3,he encountered this year the dalai lama during interreligious peace encounters,6.516
files/clips/common_voice_en_37822712.mp3,the goggles are made with redtinted plastic lenses,4.32
files/clips/common_voice_en_37807304.mp3,sauron recovered the nine and the seven but not the three which remained hidden,5.3279999999999985
files/clips/common_voice_en_37807306.mp3,the precise statement is as follows,3.816
files/clips/common_voice_en_37807347.mp3,this may be accomplished through the utilization of readymades,5.58
files/clips/common_voice_en_37780648.mp3,an example is stirlings approximation,4.6080000000000005
files/clips/common_voice_en_37780657.mp3,the railway operates every weekend may through october,5.6160000000000005
files/clips/common_voice_en_37780661.mp3,three groups of spanish soldiers pursued them,4.86
files/clips/common_voice_en_37368333.mp3,the first season continues to rerun in many territories,4.824
files/clips/common_voice_en_37368335.mp3,therefore the use of the term community edition remains very disputable,6.1560000000000015
files/clips/common_voice_en_37368338.mp3,these awards are aired live every year from nashville tennessee,4.716
files/clips/common_voice_en_37503726.mp3,that vespers is the beginning of thomas sunday,4.14
files/clips/common_voice_en_37503727.mp3,gaudin managed to hold on and finish in second place ahead of the peloton,5.76
files/clips/common_voice_en_37973616.mp3,the effects of this process can be emulated with software in digital photography,6.12
files/clips/common_voice_en_37396529.mp3,over time his fleet grew to become the citys largest,6.12
files/clips/common_voice_en_37396543.mp3,this is also sometimes referred to as vanity hunting,6.66
files/clips/common_voice_en_37396546.mp3,contrary to primary stress finnish secondary stress is quantity sensitive,8.28
files/clips/common_voice_en_37290119.mp3,he was elected to a fellowship of all souls in the following year,5.976
files/clips/common_voice_en_37290121.mp3,most are commonly available and are more often seen unused than used,6.1560000000000015
files/clips/common_voice_en_37290123.mp3,she was born to parents ellen belle and robert whalley,4.896
files/clips/common_voice_en_37346444.mp3,the parliament sought to establish compromises and calm animosities,6.768
files/clips/common_voice_en_37346448.mp3,it is situated in the northwestern part of the island,4.86
files/clips/common_voice_en_37346453.mp3,he was a friend of josef weinheber,4.86
files/clips/common_voice_en_37473954.mp3,only cause its how my brain works,5.544
files/clips/common_voice_en_37473957.mp3,its name evolved from inchadivilla to the present chaville,7.0920000000000005
files/clips/common_voice_en_37473958.mp3,their golf cart carried a union jack making them easy to locate,6.5520000000000005
files/clips/common_voice_en_37869484.mp3,his parents moved to stevens point wisconsin when he was a child,5.94
files/clips/common_voice_en_37869618.mp3,some inflatable dolls even have the form of children,5.3279999999999985
files/clips/common_voice_en_37869846.mp3,thomas mckenney was appointed as the first head of the bureau,5.0760000000000005
files/clips/common_voice_en_37876904.mp3,coelho responded as best he could but the next morning hideyoshi was livid,7.056
files/clips/common_voice_en_37478130.mp3,gregorio quintana and jorge redondo were credited as executive producers,6.732
files/clips/common_voice_en_37478131.mp3,the love of his life is lucy brandon,3.78
files/clips/common_voice_en_37478132.mp3,draw lines across the connected faces joining adjacent points,5.292000000000002
files/clips/common_voice_en_37478133.mp3,her father died when she was but four years old,3.888
files/clips/common_voice_en_37993502.mp3,once a workingclass neighbourhood it has been redeveloped in recent years,6.3
files/clips/common_voice_en_37993619.mp3,ferals attack does not go as planned because she passes through wolfsbanes body,7.38
files/clips/common_voice_en_37993719.mp3,over the next year garland and herrin grew apart,5.507999999999999
files/clips/common_voice_en_38023454.mp3,years later the same fisherman was brought before kamehameha,5.6160000000000005
files/clips/common_voice_en_37774694.mp3,he even penned several scholarly articles exploring the masterstroke of the great russian poet,10.26
files/clips/common_voice_en_37774696.mp3,saleem has also conducted sessions for forest officers across the country,6.12
files/clips/common_voice_en_37774851.mp3,details from a number of these drawings were featured on the volume covers,6.66
files/clips/common_voice_en_37774854.mp3,parallels have also been drawn to the account of attilas burial in jordanes getica,8.1
files/clips/common_voice_en_37360560.mp3,the conservation of the wooden artifacts is an ongoing problem,7.2360000000000015
files/clips/common_voice_en_37360564.mp3,the reservoir is also home to bartley sailing club,6.516
files/clips/common_voice_en_37360566.mp3,the unit always had their doors open for new competitors from outside of japan,6.948
files/clips/common_voice_en_37360569.mp3,however in modern usage they can all be considered synonyms of each other,6.587999999999999
files/clips/common_voice_en_37570713.mp3,but the jutlandic school never had his own critic,6.516
files/clips/common_voice_en_37570718.mp3,they moved in large units to stave off cavalry,5.184
files/clips/common_voice_en_37570727.mp3,the railway station caters to the area called kalachowki ferbandar and ghodapdeo,9.432
files/clips/common_voice_en_37668085.mp3,it is situated in the reggiano apennines mountains,5.544
files/clips/common_voice_en_37300591.mp3,flagler and his family relocated there as well,4.68
files/clips/common_voice_en_37300633.mp3,outside the main entrance is a sculpture by takenobu igarashi,5.4
files/clips/common_voice_en_37300636.mp3,omaha steaks also owns an affiliate company world port seafood,4.896
files/clips/common_voice_en_37300651.mp3,while the tug was operating on that river she was renamed alert,4.6080000000000005
files/clips/common_voice_en_37309789.mp3,taylors is birdsong music,6.48
files/clips/common_voice_en_37309791.mp3,its villages include bowers hinterleiter maxatawny mill creek corner and monterey,6.66
files/clips/common_voice_en_37309792.mp3,antisemitic literature is very prosperous in germany,4.428
files/clips/common_voice_en_37309793.mp3,a vast majority of general trias residents are roman catholics,4.716
files/clips/common_voice_en_37479195.mp3,he is interred at east cemetery in litchfield connecticut,6.84
files/clips/common_voice_en_37479196.mp3,he was the founding member of the new zealand hammerskins,6.912000000000001
files/clips/common_voice_en_37479219.mp3,he is the subject of the play fiesco by friedrich schiller,6.768
files/clips/common_voice_en_37479249.mp3,it is a white hygroscopic crystalline solid with a low melting point,6.5520000000000005
files/clips/common_voice_en_37469768.mp3,the steep slope of castle hill rises from the northwestern side of mere,6.5520000000000005
files/clips/common_voice_en_37469769.mp3,clearly that means something,3.204
files/clips/common_voice_en_37469772.mp3,it is northwest of belfast and halfway between the towns of ballyclare and antrim,8.208
files/clips/common_voice_en_37469802.mp3,the galley is located amidships on the starboard side,6.5520000000000005
files/clips/common_voice_en_37533535.mp3,members of the genus are commonly known as oysterwood,6.3
files/clips/common_voice_en_37533573.mp3,it is also supported by some computational software such as mathematica,7.2360000000000015
files/clips/common_voice_en_37533591.mp3,heinrich heine was a major contributor to the journal,5.94
files/clips/common_voice_en_37533592.mp3,the azalia post office is one of very few located within a business,5.58
files/clips/common_voice_en_37804233.mp3,he returns to active combat duty in the pacific witnessing first hand kamikaze attacks,6.516
files/clips/common_voice_en_37804239.mp3,this species is present in most of europe and in russia,4.14
files/clips/common_voice_en_37804240.mp3,it is also found in northern regions and mountainous regions in the united states,5.3279999999999985
files/clips/common_voice_en_37804242.mp3,it can be,2.16
files/clips/common_voice_en_37823761.mp3,he later taught pathology and performed research in the field of malacology,6.984
files/clips/common_voice_en_37848796.mp3,morrow was born in newmills dungannon county tyrone ireland,6.2639999999999985
files/clips/common_voice_en_37848912.mp3,an athlete can be counted only once for the above criteria,5.724
files/clips/common_voice_en_37848917.mp3,he stared right through me,3.24
files/clips/common_voice_en_37810541.mp3,she was the third hannah hansen and the first nontwin role,5.04
files/clips/common_voice_en_37810550.mp3,mild physical dependence can result from excessive caffeine intake,5.4
files/clips/common_voice_en_37810551.mp3,it is a titular church,2.844
files/clips/common_voice_en_37810554.mp3,unfortunately his tenure in this administrative role proved short and unsuccessful,5.976
files/clips/common_voice_en_37467923.mp3,air burundi is wholly owned by the government of burundi,7.308
files/clips/common_voice_en_37467924.mp3,it is also designated a historic monument by the french ministry of culture,7.74
files/clips/common_voice_en_37467925.mp3,meanwhile miller offered the thirdparty stump speech we need,6.6960000000000015
files/clips/common_voice_en_37467933.mp3,crypts in the cervix are also stimulated to produce fertile cervical mucus,7.956
files/clips/common_voice_en_37465611.mp3,the headquarters is in reston virginia,3.78
files/clips/common_voice_en_37465617.mp3,gravity feed fuel systems are not immune to vapor lock,4.716
files/clips/common_voice_en_37465618.mp3,members in other towns include teachers miners broadcasting staff and chemical workers,5.904
files/clips/common_voice_en_37465619.mp3,dave feeney was the team captain,2.88
files/clips/common_voice_en_37465627.mp3,three of the pearls belonged to elizabeth the first,3.996
files/clips/common_voice_en_37303666.mp3,in plaintext files there are two common formats,6.047999999999999
files/clips/common_voice_en_37303668.mp3,in canada similar credentialing and advanced training exists,6.948
files/clips/common_voice_en_37303669.mp3,the island is rock fringed with its highest point at its northern extremity,6.84
files/clips/common_voice_en_37303686.mp3,the band has gone through many line up changes over the years,5.3279999999999985
files/clips/common_voice_en_37303687.mp3,we must speak and speak loudly against the injustice in our country,5.76
files/clips/common_voice_en_37328969.mp3,often the top of the mountain is literally covered in clouds,4.6080000000000005
files/clips/common_voice_en_37328976.mp3,note that leachs petrel visit the island but breeding is not proved,5.22
files/clips/common_voice_en_37328977.mp3,he wrote four medical treatises in arabic and four in persian,4.644
files/clips/common_voice_en_37329033.mp3,thousandyearold pit houses petroglyphs and other fremont artifacts were discovered at range creek utah,9.144
files/clips/common_voice_en_37329040.mp3,macneill had an enormous interest in irish history and immersed himself in its study,6.228
files/clips/common_voice_en_37824203.mp3,he was educated at witton grammar school northwich,4.86
files/clips/common_voice_en_37824212.mp3,the monarchs arrival would stop all debate and prevent passage of the address,6.372000000000001
files/clips/common_voice_en_37853935.mp3,the penal settlement of port arthur is now a tourist attraction,5.0760000000000005
files/clips/common_voice_en_37853936.mp3,a semicircular conch rests upon simply profiled imposts,6.6960000000000015
files/clips/common_voice_en_37853938.mp3,the building has been converted into condominiums,4.464
files/clips/common_voice_en_37971549.mp3,lets dance appeared on the soundtrack of john landiss animal house,6.1560000000000015
files/clips/common_voice_en_37971670.mp3,the buildings are now used by the folkwang hochschule,4.788
files/clips/common_voice_en_37971769.mp3,the fermatcatalan conjecture is an open conjecture dealing with such cases,5.22
files/clips/common_voice_en_37971771.mp3,he remained in england until december when he was liberated by exchange,5.148
files/clips/common_voice_en_37971779.mp3,hillard devoted a large portion of his time to literature,3.996
files/clips/common_voice_en_37556502.mp3,they share the love of praise and flattery with many gods of higher rank,6.6960000000000015
files/clips/common_voice_en_37556503.mp3,the series has been collected into two trade paperbacks,5.3279999999999985
files/clips/common_voice_en_37556504.mp3,farrell and blondell costarred in a total of nine films,6.12
files/clips/common_voice_en_37556505.mp3,its plan can still be traced in the sands of the desert,5.256
files/clips/common_voice_en_37556506.mp3,let me have health on the earth and live a long time,4.968
files/clips/common_voice_en_37297632.mp3,reality television star scott disick appeared on two episodes of the series,5.8320000000000025
files/clips/common_voice_en_37297688.mp3,fivestar matches as rated by meltzer are extremely rare,4.176
files/clips/common_voice_en_37297799.mp3,he then enrolled in the national university of san marcos in lima,4.86
files/clips/common_voice_en_37297807.mp3,the main members are atsuko and katsu,4.032
